id,demographics_1,demographics_2,demographics_3,company_1,company_2,company_3,demographics_4,demographics_5,remote_work_time_1,remote_work_time_2,remote_work_time_3,remote_work_time_4,remote_work_time_5,remote_policy_1,split_work_day_1,split_work_day_2,split_work_day_3,remote_policy_2,remote_policy_3,remote_policy_4,remote_policy_5,remote_policy_6,remote_policy_7,remote_policy_8,remote_culture_1,remote_culture_2,remote_culture_3,remote_culture_4,remote_culture_5,remote_culture_6,remote_culture_7,remote_culture_8,remote_culture_9,remote_culture_10,remote_culture_11,remote_culture_12,use_of_time_onsite_1,use_of_time_onsite_2,use_of_time_onsite_3,use_of_time_onsite_4,use_of_time_onsite_5,use_of_time_remote_1,use_of_time_remote_2,use_of_time_remote_3,use_of_time_remote_4,use_of_time_remote_5,compensation_hypothetical_1,compensation_hypothetical_2,barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,barriers_13,barriers_14,barriers_15,barriers_16,remote_personal_behavior_1,remote_personal_behavior_2,remote_personal_behavior_3,remote_management_1,remote_management_2,remote_management_3,remote_management_4,remote_management_5,remote_management_6,remote_management_7,remote_management_8,remote_management_9,remote_management_10,remote_management_11,productivity_1,remote_management_12
332,51,Male,More than 5 years,Other Services,Professionals - Arts and Media Professionals,I am a sole trader/owner-operator,Single person,1,100,100,100,100,100,0,0,NA,NA,No,NA,2,2,2,2,2,-2,-1,-2,-2,-2,0,1,2,They are about the same,2,0,0,0.0,10.0,0.0,7.0,7.0,0.0,10.0,0.0,7.0,7.0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
333,30,Male,Between 1 and 5 years,"Electricity, Gas, Water and Waste",Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,0,30,5,10,5,0,1,1,5,30,Yes,70,0,0,0,0,1,1,1,1,-1,1,2,2,1,Senior leadership,1,0,0,4.0,4.0,4.0,8.0,4.0,1.0,8.0,3.0,6.0,6.0,0,NA,0,0,-2,-1,-2,-1,-2,0,-1,0,0,0,0,-2,0,-2,2,0,0,1,Yes,-1,-1,-1,-1,0,0,0,-1,-2,-40,-40
334,42,Male,Between 1 and 5 years,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with dependent children,1,20,20,20,20,10,1,1,30,10,Yes,10,1,2,1,1,2,2,0,1,1,1,1,1,2,Senior leadership,2,1,1,3.0,8.0,4.0,2.0,7.0,3.0,7.0,3.0,2.0,9.0,1,0.2,1,2,0,1,1,0,2,1,1,2,1,1,1,1,0,2,1,2,1,1,Yes,1,2,0,1,1,2,0,1,1,40,40
335,41,Female,Between 6 and 12 months,Arts and Recreation,Professionals - Education Professionals,Between 20 and 199,Couple with dependent children,1,30,80,20,90,90,1,1,30,80,Yes,40,-1,1,1,1,1,1,1,-1,1,1,1,1,1,Senior leadership,-1,0,0,4.0,8.0,5.0,2.0,5.0,4.0,8.0,7.0,3.0,2.0,0,NA,0,0,0,1,1,0,-2,1,1,-1,1,1,0,1,0,0,1,1,1,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30
336,30,Female,Between 1 and 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with dependent children,1,70,70,70,70,70,0,1,20,50,No,NA,1,2,1,1,1,2,1,2,2,1,2,2,1,My direct manger(s),1,1,1,1.0,6.0,1.0,6.0,10.0,0.0,6.0,3.0,7.0,8.0,1,0.03,2,2,1,1,-1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,Yes,2,1,1,1,2,2,1,1,1,10,10
337,30,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,Between 20 and 199,Couple with no dependent children,1,0,0,10,5,0,1,0,NA,NA,Yes,100,2,-2,-2,2,1,-2,-1,-2,-2,0,2,1,-1,They are about the same,-2,-2,-2,1.0,9.0,1.0,5.0,8.0,0.0,9.0,1.0,6.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA
338,33,Male,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,1,30,40,40,40,40,1,0,NA,NA,Yes,60,0,1,-1,2,0,0,2,0,1,-1,1,0,0,My direct manger(s),0,-1,1,2.0,4.0,6.0,7.0,5.0,2.0,6.0,2.0,7.0,7.0,1,0.7,0,-1,-2,-1,0,1,2,2,2,-1,0,0,-1,1,1,0,0,1,-1,1,Yes,1,1,2,1,0,0,-1,-1,0,30,30
339,41,Female,More than 5 years,Other Services,Clerical and administrative workers - General Clerical Workers,More than 200,Couple with dependent children,1,100,100,100,90,80,1,0,NA,NA,Unsure,NA,2,2,2,0,2,2,2,-2,2,2,-1,1,1,They are about the same,2,2,1,0.5,8.0,6.5,2.0,7.0,0.0,8.0,3.0,4.0,9.0,0,NA,1,0,0,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
340,32,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - Arts and Media Professionals,Between 1 and 4,Group household,1,100,100,100,100,100,0,0,NA,NA,No,NA,2,2,2,2,2,2,2,2,2,2,-2,0,2,They are about the same,2,2,2,0.0,8.0,2.0,4.0,10.0,0.0,9.0,2.0,3.0,10.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,Yes,2,2,2,2,2,0,1,1,1,50,50
341,32,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,Couple with no dependent children,1,20,20,20,40,20,0,1,20,20,No,NA,0,1,1,1,0,0,1,0,1,1,0,1,1,My direct manger(s),0,1,1,1.0,8.0,2.0,5.0,8.0,0.5,7.0,2.5,6.0,8.0,0,NA,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,Yes,-1,0,0,0,0,-1,1,1,0,10,10
342,50,Male,Between 1 and 5 years,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with dependent children,1,80,100,50,100,100,0,0,NA,NA,No,NA,2,2,2,0,2,2,2,2,2,2,-2,1,2,They are about the same,2,1,2,3.0,8.0,3.0,2.0,8.0,0.0,6.0,2.0,8.0,8.0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,Yes,0,1,1,2,2,0,1,1,2,30,30
343,27,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,Single person,1,100,100,40,60,60,1,0,NA,NA,Yes,60,1,1,1,0,1,1,2,2,2,1,0,0,0,They are about the same,-1,0,-1,2.0,10.0,2.0,3.0,7.0,0.5,10.0,1.0,4.5,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
344,48,Male,More than 5 years,Public Administration and Safety,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,1,100,100,80,100,100,1,0,NA,NA,Yes,20,1,0,1,1,1,1,1,1,1,1,0,1,1,They are about the same,0,1,1,2.0,8.0,3.0,3.0,8.0,1.0,8.0,3.0,4.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Yes,1,1,0,1,1,0,1,1,1,10,10
345,37,Female,Between 6 and 12 months,Health Care and Social Assistance,Professionals - Health Professionals,Between 20 and 199,Couple with dependent children,0,50,50,30,50,50,0,1,80,50,No,NA,1,1,1,1,2,0,2,-1,1,1,-1,-2,2,My direct manger(s),0,1,1,3.0,8.0,6.0,0.0,7.0,1.5,8.0,6.0,1.5,7.0,1,0.05,-2,1,2,1,1,2,-1,-2,0,-2,2,1,1,-1,2,1,1,2,1,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50
346,40,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,Couple with dependent children,1,30,60,60,60,50,1,1,50,50,Yes,40,2,2,2,2,2,1,2,2,2,1,-2,1,2,They are about the same,2,2,2,2.0,8.0,4.0,2.0,8.0,0.5,6.0,5.0,4.5,8.0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,Yes,2,2,2,2,2,1,2,2,2,30,30
347,35,Male,More than 5 years,Administrative and Support,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,1,60,50,30,50,30,1,1,30,50,No,NA,1,1,2,1,1,2,0,1,1,0,-2,1,2,My direct manger(s),0,1,1,1.5,8.0,3.0,4.5,7.0,2.0,6.0,2.0,6.0,8.0,0,NA,0,1,1,-1,0,1,-1,1,0,0,1,0,1,0,1,1,2,0,1,1,Yes,2,1,2,1,0,0,2,1,1,30,30
348,31,Female,More than 5 years,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with dependent children,1,40,60,50,40,40,1,0,NA,NA,No,NA,1,0,1,1,1,1,1,2,2,0,0,1,1,They are about the same,1,0,1,1.0,8.0,2.0,5.0,8.0,0.0,8.0,1.0,6.0,9.0,0,NA,-1,0,1,1,0,-2,0,-1,1,-1,0,0,1,1,-1,-1,1,1,0,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10
349,34,Female,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,One parent family with dependent children,1,60,50,30,50,50,1,1,30,50,Unsure,NA,2,2,2,1,2,1,1,2,2,2,0,-2,1,They are about the same,1,1,1,2.0,6.0,1.0,8.0,7.0,0.0,10.0,1.0,6.0,7.0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
350,41,Male,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Couple with dependent children,1,80,80,80,80,70,1,1,70,90,Yes,80,2,1,1,2,2,2,2,2,2,2,1,1,2,My direct manger(s),2,1,2,3.0,8.0,2.0,3.0,8.0,3.0,8.0,3.0,2.0,8.0,1,0.1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,Yes,2,1,2,2,2,1,2,1,2,50,50
351,20,Male,More than 5 years,Construction,Machinery operators and drivers - Machine and Stationary Plant Operators,Between 1 and 4,Couple with dependent children,0,20,20,20,20,20,0,0,NA,NA,No,NA,2,2,1,2,2,1,1,2,2,1,1,1,0,Senior leadership,1,1,2,2.0,10.0,1.0,3.0,8.0,2.0,10.0,2.0,2.0,8.0,0,NA,1,2,1,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,Yes,2,1,2,2,2,2,2,2,2,10,10
352,36,Female,More than 5 years,Administrative and Support,Professionals - ICT Professionals,Between 5 and 19,Single person,0,30,30,30,30,30,0,1,30,30,Yes,70,2,-1,2,1,1,2,2,2,1,0,0,1,1,They are about the same,1,0,1,1.5,7.0,3.5,4.0,8.0,1.0,8.0,4.0,3.0,8.0,0,NA,0,-2,-1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA
353,43,Male,Between 1 and 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,0,100,100,100,90,100,1,1,100,100,Yes,100,2,2,2,2,2,2,2,2,2,2,2,2,2,My direct manger(s),2,2,2,2.0,7.0,4.0,4.0,7.0,2.0,7.0,4.0,4.0,7.0,1,0.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Yes,2,2,2,2,2,2,2,2,2,50,50
354,51,Male,More than 5 years,Construction,Technicians and trades workers - Construction Trades Workers,Between 20 and 199,Multiple family household,1,50,20,20,20,20,1,0,NA,NA,Yes,50,0,1,0,1,0,0,1,1,0,1,1,1,1,They are about the same,1,0,1,1.0,8.0,1.0,4.0,10.0,1.0,8.0,3.0,4.0,8.0,0,NA,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,-1,1,1,Yes,-1,0,0,0,0,0,0,0,0,0,0
355,46,Male,More than 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,1,100,100,100,100,100,1,1,100,100,Yes,100,2,1,2,1,2,2,2,1,1,2,1,2,2,My direct manger(s),2,1,2,6.0,8.0,4.0,4.0,2.0,6.0,8.0,4.0,3.0,3.0,1,0.99,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,Yes,2,1,2,1,2,1,2,1,2,50,50
356,43,Male,More than 5 years,Accommodation and Food,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,0,20,20,20,20,20,1,1,20,20,Yes,20,2,1,2,1,2,1,1,2,2,1,2,2,2,My direct manger(s),1,2,2,1.0,2.0,5.0,8.0,8.0,1.0,8.0,4.0,3.0,8.0,0,NA,1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,Yes,2,1,1,2,1,2,2,1,2,20,20
357,44,Male,More than 5 years,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,1,10,30,50,70,20,1,1,20,10,Yes,20,1,1,0,0,1,0,0,0,1,1,0,1,1,Senior leadership,1,1,0,2.0,7.0,2.0,5.0,8.0,3.0,6.0,2.0,7.0,6.0,1,0.33,1,0,0,1,1,2,0,1,1,1,1,0,1,1,0,0,1,0,1,1,Yes,1,0,0,1,1,0,0,1,0,40,40
358,39,Female,More than 5 years,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,1,40,70,10,60,50,1,1,20,50,Yes,70,-1,-2,1,1,-1,-1,-1,-2,-1,-1,-1,-1,1,My direct manger(s),0,-1,0,2.5,9.0,3.0,3.0,6.5,0.0,10.0,3.0,4.0,7.0,0,NA,1,1,-1,-1,0,-1,-1,-1,-1,-1,1,0,1,0,1,1,1,2,1,1,Yes,-1,1,2,1,1,1,1,1,1,30,30
359,43,Male,Between 1 and 5 years,Financial and Insurance,"Technicians and trades workers - Engineering, ICT and Science Technicians",More than 200,Single person,1,100,90,100,90,90,1,1,5,5,Yes,20,1,1,0,1,1,2,1,2,2,2,0,1,1,They are about the same,0,0,-1,1.0,9.0,0.5,5.5,8.0,0.0,9.0,1.0,6.0,8.0,0,NA,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
360,50,Female,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Single person,1,70,20,0,0,20,0,1,50,5,Yes,100,0,-2,-2,1,0,-1,-1,0,0,-1,0,0,-1,My direct manger(s),-1,-2,-2,2.0,8.0,3.0,4.0,7.0,1.0,9.0,4.0,3.0,7.0,0,NA,0,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,0,1,0,0,1,1,Yes,-1,1,0,1,0,-1,1,1,1,0,0
361,49,Female,More than 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",More than 200,One parent family with dependent children,0,10,10,10,10,10,0,1,10,10,Yes,10,0,1,1,0,1,1,1,1,1,1,1,1,1,My direct manger(s),1,1,1,2.0,6.0,5.0,5.0,6.0,4.0,4.0,8.0,4.0,4.0,0,NA,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA
362,38,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Couple with dependent children,1,30,50,50,50,60,1,1,60,80,Yes,20,0,1,1,0,0,0,1,1,0,1,1,1,0,Senior leadership,0,1,0,4.0,4.0,4.0,4.0,8.0,4.0,4.0,4.0,4.0,8.0,1,0.5,-1,-1,0,0,0,0,0,1,1,0,0,-1,-1,0,0,0,0,1,0,1,Yes,0,0,1,1,1,1,1,1,1,30,30
363,46,Male,Between 1 and 5 years,"Electricity, Gas, Water and Waste",Community and personal service workers - Protective Service Workers,More than 200,Other one family household,1,20,20,20,20,20,1,1,20,20,Yes,50,0,0,0,0,0,0,0,0,0,0,0,0,0,They are about the same,0,0,0,1.0,8.0,5.0,2.0,8.0,1.0,8.0,5.0,2.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
364,62,Male,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,1,90,60,90,60,50,1,1,90,60,Yes,50,1,1,1,1,1,1,1,1,1,1,1,1,0,My direct manger(s),1,1,1,2.0,9.0,1.0,6.0,6.0,0.0,10.0,2.0,4.0,8.0,0,NA,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,Yes,1,1,1,1,1,1,1,1,1,20,20
365,51,Female,Between 1 and 5 years,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,1,20,20,10,10,20,0,0,NA,NA,Yes,60,1,1,2,2,1,0,-1,-2,1,1,-1,-1,1,They are about the same,-2,2,-1,2.5,9.5,2.5,2.0,7.5,0.5,10.0,3.0,3.0,7.5,0,NA,0,0,0,1,1,2,1,0,2,0,1,0,1,0,2,1,0,-1,2,1,Yes,2,2,1,0,-2,-2,-1,1,1,-20,-20
366,64,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,Single person,1,100,100,100,100,100,1,0,NA,NA,No,NA,1,1,1,1,2,0,1,1,0,1,0,0,2,Senior leadership,0,0,-1,0.0,10.0,4.0,5.0,5.0,0.0,18.0,2.0,2.0,2.0,1,0.9,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50,NA
367,32,Male,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,Between 5 and 19,Couple with dependent children,1,70,70,70,70,100,1,1,50,30,No,NA,1,2,2,0,2,0,1,-1,2,2,0,2,1,They are about the same,1,1,0,3.0,10.0,1.0,4.0,6.0,0.0,10.0,2.0,6.0,6.0,0,NA,0,2,1,1,-1,0,1,1,2,1,0,2,-1,0,1,-2,0,0,-1,1,Yes,1,2,2,1,-1,0,2,2,2,40,40
368,51,Female,Between 1 and 5 years,Retail Trade,Sales workers - Sales Support Workers,I am a sole trader/owner-operator,Couple with dependent children,1,100,100,100,100,100,0,0,NA,NA,No,NA,2,2,2,2,2,2,2,2,2,-2,-2,0,2,They are about the same,2,2,2,4.0,5.0,3.0,4.0,8.0,0.5,5.0,3.0,8.0,8.0,1,0.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
369,30,Female,More than 5 years,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,1,100,100,90,80,70,1,0,NA,NA,Yes,70,1,2,2,2,2,2,2,1,2,1,2,1,1,My direct manger(s),1,1,1,1.0,9.0,3.0,5.0,9.0,2.0,8.0,1.0,3.0,10.0,0,NA,1,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,Yes,1,2,1,0,1,1,2,2,2,0,0
370,28,Female,Between 6 and 12 months,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,1,20,20,30,40,30,0,1,80,10,No,NA,0,0,0,0,0,0,0,-1,0,-1,1,1,0,Senior leadership,0,0,0,10.0,4.0,10.0,3.9,7.4,4.0,10.0,3.0,10.0,7.5,1,0.02,0,0,1,0,0,-1,0,0,-2,-2,0,0,0,0,-2,-1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
371,52,Female,More than 5 years,Public Administration and Safety,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,One parent family with dependent children,1,5,20,5,10,5,1,1,5,10,Yes,80,1,1,1,2,1,1,1,1,1,1,-1,-1,1,They are about the same,0,1,0,2.0,8.0,6.0,2.0,6.0,1.0,8.0,5.0,4.0,6.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
372,26,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,Single person,1,0,100,100,70,90,1,1,100,100,Yes,100,2,-2,-2,0,1,0,1,1,1,1,2,1,1,They are about the same,1,1,1,1.0,8.0,3.0,5.0,7.0,2.0,8.0,3.0,3.0,8.0,0,NA,0,1,-1,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
373,38,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,One parent family with dependent children,1,50,50,50,50,20,0,1,50,50,Yes,50,1,1,1,1,1,1,1,1,1,1,0,1,1,They are about the same,0,1,1,2.0,8.0,2.0,4.0,8.0,0.0,8.0,2.0,6.0,8.0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Yes,1,1,0,1,-1,1,0,1,0,-10,-10
374,49,Female,More than 5 years,Other Services,Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,Single person,1,100,100,90,100,100,1,1,20,5,Yes,20,-2,-2,-1,2,2,2,2,2,2,1,-1,-1,2,Senior leadership,-2,-1,-1,2.0,8.0,5.0,3.0,6.0,0.0,8.0,3.0,5.0,8.0,0,NA,2,0,0,1,1,2,1,0,2,0,2,2,-2,2,2,2,2,2,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
375,59,Male,More than 5 years,"Rental, Hiring and Real Estate","Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Couple with dependent children,1,100,0,100,0,0,0,1,20,5,No,NA,0,-2,-2,-1,0,1,0,-2,-1,0,0,1,-1,They are about the same,-2,-1,-2,2.0,8.0,4.0,4.0,6.0,0.0,9.0,3.0,5.0,7.0,0,NA,1,0,0,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,1,0,0,1,1,Yes,0,0,0,-1,-1,-1,0,0,-1,-10,-10
376,56,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,Between 1 and 4,Couple with dependent children,1,20,20,20,20,20,0,0,NA,NA,No,NA,-1,0,0,1,0,0,0,0,-1,-1,0,-1,0,They are about the same,0,0,-1,1.0,6.0,6.0,3.0,8.0,1.0,8.0,4.0,3.0,8.0,0,NA,-1,0,-1,0,-1,0,0,1,-2,-2,-1,-1,-1,-2,0,0,0,0,-1,1,Yes,0,-1,0,1,0,-1,0,1,0,30,30
377,40,Female,Between 1 and 5 years,Other Services,Professionals - ICT Professionals,More than 200,Couple with no dependent children,1,100,90,90,100,100,0,1,5,5,Unsure,NA,0,1,1,-1,0,0,2,0,1,2,0,-2,0,They are about the same,0,0,0,1.5,8.0,0.0,7.5,7.0,0.5,8.0,0.0,8.5,7.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
378,36,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,Between 5 and 19,Couple with dependent children,1,60,70,60,70,70,1,1,60,60,Yes,60,2,1,2,1,1,0,0,0,-1,0,1,1,1,Senior leadership,1,-1,0,3.0,9.0,2.0,2.0,8.0,3.0,10.0,1.0,2.0,8.0,0,NA,0,-1,0,1,0,-1,0,-1,-2,0,0,-1,1,-1,-1,0,-1,0,0,1,Yes,0,0,-1,1,1,0,-1,0,0,-30,-30
379,36,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,Between 20 and 199,Couple with no dependent children,1,90,90,100,100,60,1,1,100,70,No,NA,2,1,2,2,2,2,2,2,2,2,0,1,1,My direct manger(s),2,2,1,3.0,7.0,2.0,4.0,8.0,1.0,7.0,3.0,5.0,8.0,1,0.05,0,-1,0,1,0,-1,-2,2,0,1,-2,1,0,0,0,0,0,1,2,1,Yes,1,1,1,1,1,0,1,1,1,10,10
380,58,Male,More than 5 years,"Transport, Postal and Warehousing",Sales workers - Sales Representatives and Agents,More than 200,Single person,1,60,40,60,40,20,1,1,60,20,Yes,50,2,0,2,1,1,0,0,-1,0,-1,1,1,-1,My direct manger(s),-1,0,1,3.0,6.0,3.0,4.0,8.0,1.0,7.0,4.0,4.0,8.0,0,NA,1,1,1,-1,0,-1,-2,0,0,1,1,0,1,-1,1,-1,1,1,1,1,Yes,0,1,1,1,-1,-1,0,1,-1,20,20
381,27,Female,Between 1 and 5 years,"Transport, Postal and Warehousing",Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,One parent family with dependent children,1,100,100,0,50,50,0,1,100,50,Yes,100,1,-2,-2,2,-1,2,2,1,1,2,-1,1,2,They are about the same,-2,-2,-2,2.0,8.0,2.0,6.0,6.0,0.0,8.0,2.0,6.0,8.0,1,0.1,2,2,0,-1,-1,0,-1,-1,0,-1,0,1,-1,0,0,2,2,2,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
382,29,Female,Between 1 and 5 years,Retail Trade,Professionals - ICT Professionals,Between 20 and 199,Couple with no dependent children,1,100,100,90,100,100,1,1,10,5,Yes,5,1,2,2,1,1,1,1,2,1,2,-1,1,2,They are about the same,0,1,1,3.0,8.0,3.0,2.0,8.0,0.0,8.0,2.0,5.0,9.0,0,NA,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,2,2,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA
383,50,Male,Between 1 and 5 years,Retail Trade,Managers - Specialist Managers,More than 200,Couple with dependent children,1,50,60,50,60,50,0,1,50,50,Yes,50,-1,0,1,0,0,1,0,0,0,1,-1,0,0,My direct manger(s),1,0,0,1.0,11.0,2.0,2.0,8.0,0.0,12.0,2.0,2.0,8.0,1,0.02,-1,-2,-1,1,0,1,0,-1,0,-1,-1,0,1,0,-1,0,1,0,0,1,Yes,0,1,1,1,2,1,0,1,1,10,10
384,51,Female,More than 5 years,"Rental, Hiring and Real Estate",Managers - Specialist Managers,Between 20 and 199,Group household,1,70,70,80,70,70,1,1,40,60,Yes,80,0,1,1,0,1,-1,1,0,0,0,1,1,1,Senior leadership,0,-1,1,5.0,9.0,1.0,1.0,8.0,0.0,10.0,3.0,2.0,9.0,0,NA,1,2,1,0,0,1,-1,0,0,-1,1,0,0,-1,1,1,-1,0,1,1,Yes,1,0,-1,-1,0,1,1,0,-1,20,20
385,62,Male,Between 6 and 12 months,Information Media and Telecommunications,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,More than 200,Couple with dependent children,1,5,5,5,5,5,1,1,5,5,Yes,5,0,2,2,2,2,2,1,2,1,2,2,2,2,Senior leadership,2,1,1,4.0,4.0,4.0,6.0,6.0,3.0,5.0,3.0,6.0,7.0,1,0.05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,Yes,2,1,2,2,2,2,2,1,2,50,50
